model,sort_order,sha256,seq_len,h1_nat,h2_nat,h_bigram_nat,d_h1_nat,d_h2_nat,d_h_bigram_nat,spatial_gap_median,spatial_gap_mean,spatial_gap_p90,seq_face_adj_frac,seq_26_adj_frac,seq_consec_eucl_mean,seq_consec_eucl_median
shapellm_vqvae3d,pre_morton,a1b94fbd67e2c9dbb278219de92c3811d362218c4b6c16880dcc5c7efe0107a2,1024,4.959564606462837,3.676007936743059,6.198926570334108,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,a1b94fbd67e2c9dbb278219de92c3811d362218c4b6c16880dcc5c7efe0107a2,1024,4.959564606462833,3.676007936743059,6.562193680252621,-3.552713678800501e-15,0.0,0.36326710991851296,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,0cac7009bc6e57c13cfed8ca511fc13f206f5964b69555cc66aac856e8bc6016,9828,8.139639473239981,7.899440656983115,9.187986108253897,nan,nan,nan,234.0,186.7419180488464,396.0,0.6500457922051491,0.6537091686170754,0.09227977902344184,0.015625
our_sparse_sdf_vqvae,post_morton,0cac7009bc6e57c13cfed8ca511fc13f206f5964b69555cc66aac856e8bc6016,9828,8.13963947323997,7.899440656983112,9.189061421853694,-1.0658141036401503e-14,-3.552713678800501e-15,0.0010753135997969565,8.0,191.7131878525825,371.0,0.5063600284929276,0.8654726773175944,0.025818060355560394,0.015625
shapellm_vqvae3d,pre_morton,0cac7009bc6e57c13cfed8ca511fc13f206f5964b69555cc66aac856e8bc6016,1024,5.718343753388562,4.875746790536933,6.779333688805757,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,0cac7009bc6e57c13cfed8ca511fc13f206f5964b69555cc66aac856e8bc6016,1024,5.718343753388561,4.875746790536933,6.8123144316458655,-8.881784197001252e-16,0.0,0.03298074284010877,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,8e88d3440023cd8f22670fcc43e48e12f819deaf8c54964cd6d4c2343bb4fbfc,11551,7.80164823561057,7.385487376003262,9.340275362127006,nan,nan,nan,224.0,191.07539977280672,362.0,0.8007792207792208,0.8018181818181818,0.05298884072461028,0.015625
our_sparse_sdf_vqvae,post_morton,8e88d3440023cd8f22670fcc43e48e12f819deaf8c54964cd6d4c2343bb4fbfc,11551,7.801648235610564,7.38548737600327,9.3443562286446,-6.217248937900877e-15,7.993605777301127e-15,0.004080866517593762,13.0,309.8882493009437,879.0,0.4896103896103896,0.8724675324675325,0.02517028646988097,0.02209708691207961
shapellm_vqvae3d,pre_morton,8e88d3440023cd8f22670fcc43e48e12f819deaf8c54964cd6d4c2343bb4fbfc,1024,5.208025301066205,4.0119079186652025,6.669311663881428,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,8e88d3440023cd8f22670fcc43e48e12f819deaf8c54964cd6d4c2343bb4fbfc,1024,5.208025301066201,4.0119079186652025,6.533087423276995,-3.552713678800501e-15,0.0,-0.13622424060443272,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,dd0b99a62b0d757d99aef0e7ea1a7b97efc9d19b4942f341005ca743bed48d73,3433,7.713657947060612,7.599163611674695,8.139686664838107,nan,nan,nan,154.0,109.47781199058142,190.0,0.5486596736596736,0.5681818181818182,0.04965252843715823,0.015625
our_sparse_sdf_vqvae,post_morton,dd0b99a62b0d757d99aef0e7ea1a7b97efc9d19b4942f341005ca743bed48d73,3433,7.713657947060618,7.599163611674695,8.14009059676151,6.217248937900877e-15,0.0,0.0004039319234028227,9.0,178.50348668719434,480.0,0.502913752913753,0.8476107226107226,0.026104440890356878,0.015625
shapellm_vqvae3d,pre_morton,dd0b99a62b0d757d99aef0e7ea1a7b97efc9d19b4942f341005ca743bed48d73,1024,2.4142698658142736,0.9724719388664971,3.0133130296764707,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,dd0b99a62b0d757d99aef0e7ea1a7b97efc9d19b4942f341005ca743bed48d73,1024,2.414269865814275,0.9724719388664971,3.3192351917306717,1.3322676295501878e-15,0.0,0.305922162054201,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,5809cd2398ec9c4ff0997b635d6e3ab290b0fba9857bf2dde3ffd6c5cc73caae,6497,7.682413801486671,7.325868057352641,8.75324656587472,nan,nan,nan,80.0,79.9350120501953,115.0,0.6120689655172413,0.6145320197044335,0.19991657354369785,0.015625
our_sparse_sdf_vqvae,post_morton,5809cd2398ec9c4ff0997b635d6e3ab290b0fba9857bf2dde3ffd6c5cc73caae,6497,7.682413801486629,7.325868057352645,8.765734692434188,-4.263256414560601e-14,4.440892098500626e-15,0.012488126559468071,5.0,69.70580902518076,106.0,0.5127770935960592,0.8104987684729064,0.02840316223694455,0.015625
shapellm_vqvae3d,pre_morton,5809cd2398ec9c4ff0997b635d6e3ab290b0fba9857bf2dde3ffd6c5cc73caae,1024,4.673886320484581,3.471980948505038,5.759844133785322,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,5809cd2398ec9c4ff0997b635d6e3ab290b0fba9857bf2dde3ffd6c5cc73caae,1024,4.6738863204845815,3.471980948505038,6.19661182912254,8.881784197001252e-16,0.0,0.4367676953372186,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,02b6038dfa4761cdb5ca0ce047dcc4f81fb6f1cb0685d0fe43d6c673051607ae,7203,7.796738995887561,7.287527701486382,8.7703926901511,nan,nan,nan,142.0,157.29765377920518,414.0,0.634407109136351,0.6416273257428492,0.0906633992884835,0.015625
our_sparse_sdf_vqvae,post_morton,02b6038dfa4761cdb5ca0ce047dcc4f81fb6f1cb0685d0fe43d6c673051607ae,7203,7.79673899588763,7.287527701486305,8.799122093236042,6.838973831690964e-14,-7.638334409421077e-14,0.02872940308494165,8.0,116.26882247664811,220.0,0.5013885031935573,0.8378228269925021,0.02689784351225462,0.015625
shapellm_vqvae3d,pre_morton,02b6038dfa4761cdb5ca0ce047dcc4f81fb6f1cb0685d0fe43d6c673051607ae,1024,4.322542523276522,2.608788875186039,5.571692318851038,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,02b6038dfa4761cdb5ca0ce047dcc4f81fb6f1cb0685d0fe43d6c673051607ae,1024,4.322542523276516,2.608788875186039,5.696139768060034,-6.217248937900877e-15,0.0,0.1244474492089962,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,cc1c7e1e8d68bf763a664056986648e7a58ab97f67c546d278bf7bc3d0fa4aca,4206,7.559236075543299,7.331499961398277,8.340732796280129,nan,nan,nan,52.0,70.88567433856744,183.0,0.7457788347205707,0.7560047562425684,0.05514602456084565,0.015625
our_sparse_sdf_vqvae,post_morton,cc1c7e1e8d68bf763a664056986648e7a58ab97f67c546d278bf7bc3d0fa4aca,4206,7.559236075543301,7.331499961398279,8.342710861955926,1.7763568394002505e-15,1.7763568394002505e-15,0.001978065675796614,8.0,116.16003441600344,242.0,0.4979785969084423,0.8696789536266349,0.026138752931584186,0.02209708691207961
shapellm_vqvae3d,pre_morton,cc1c7e1e8d68bf763a664056986648e7a58ab97f67c546d278bf7bc3d0fa4aca,1024,4.514507734201581,2.716656849682171,5.873286126022255,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,cc1c7e1e8d68bf763a664056986648e7a58ab97f67c546d278bf7bc3d0fa4aca,1024,4.51450773420158,2.716656849682171,5.999122517093637,-1.7763568394002505e-15,0.0,0.125836391071382,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,9908eda9bd746c6613a53c4a4982a3851dfaa37ac1b23d68055c7bfaad9e882f,1734,7.001157723614043,6.737172516257899,7.4095676970225055,nan,nan,nan,54.0,51.12570211117567,99.0,0.7455279861511829,0.7593768032313907,0.08692112851461908,0.015625
our_sparse_sdf_vqvae,post_morton,9908eda9bd746c6613a53c4a4982a3851dfaa37ac1b23d68055c7bfaad9e882f,1734,7.001157723614082,6.737172516257899,7.427955963173946,3.8191672047105385e-14,0.0,0.01838826615144029,7.0,89.32345535541351,389.90000000000146,0.49451817657241776,0.8684362377380266,0.02778363594978272,0.02209708691207961
shapellm_vqvae3d,pre_morton,9908eda9bd746c6613a53c4a4982a3851dfaa37ac1b23d68055c7bfaad9e882f,1024,5.195607770967723,4.441532269142783,6.589933203103291,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,9908eda9bd746c6613a53c4a4982a3851dfaa37ac1b23d68055c7bfaad9e882f,1024,5.1956077709677215,4.441532269142783,6.59286629117973,-1.7763568394002505e-15,0.0,0.0029330880764391054,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,d839f50cd1b1a120085fe1015438c3959ecca8a1b8cf389ba7db50276415b19a,9274,5.723533792106806,4.1165511815579245,7.151335643864808,nan,nan,nan,136.0,128.52995036688094,233.0,0.9218160250188719,0.9220317049498544,0.03805070644588524,0.015625
our_sparse_sdf_vqvae,post_morton,d839f50cd1b1a120085fe1015438c3959ecca8a1b8cf389ba7db50276415b19a,9274,5.723533792106788,4.116551181557936,7.47354565870839,-1.7763568394002505e-14,1.1546319456101628e-14,0.3222100148435816,10.0,193.19619605713493,260.0,0.5042596786369028,0.8745821201337216,0.024519477457354,0.015625
shapellm_vqvae3d,pre_morton,d839f50cd1b1a120085fe1015438c3959ecca8a1b8cf389ba7db50276415b19a,1024,4.721672088426157,3.5899636110134314,6.157387742023464,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,d839f50cd1b1a120085fe1015438c3959ecca8a1b8cf389ba7db50276415b19a,1024,4.721672088426158,3.5899636110134314,6.322975888462378,8.881784197001252e-16,0.0,0.16558814643891395,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,5d95137105c72b436be78ad2fe29ba94a2822abd91dad2827241c245674cdadc,14796,8.14967355239633,7.903156320231686,9.60129496328723,nan,nan,nan,242.0,164.20549989575218,264.0,0.61635687732342,0.6167624197363974,0.24644224161757491,0.015625
our_sparse_sdf_vqvae,post_morton,5d95137105c72b436be78ad2fe29ba94a2822abd91dad2827241c245674cdadc,14796,8.149673552396305,7.9031563202316875,9.600732762126928,-2.4868995751603507e-14,1.7763568394002505e-15,-0.000562201160303033,7.0,161.75563212588747,184.0,0.4957080094626563,0.8603582291314633,0.026235336898875628,0.02209708691207961
shapellm_vqvae3d,pre_morton,5d95137105c72b436be78ad2fe29ba94a2822abd91dad2827241c245674cdadc,1024,6.446640660430607,6.290440626178522,6.923719133688105,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,5d95137105c72b436be78ad2fe29ba94a2822abd91dad2827241c245674cdadc,1024,6.446640660430607,6.290440626178522,6.9277845130462286,0.0,0.0,0.004065379358123344,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,729b0deb48198eeed7f6f840b8e19ffc83f0570ced844b164e27db058255f584,15645,6.691198158429035,5.591327629095106,9.382131562019604,nan,nan,nan,227.0,190.96875360626692,322.0,0.8322040398874968,0.8326514957811302,0.04562186189008804,0.015625
our_sparse_sdf_vqvae,post_morton,729b0deb48198eeed7f6f840b8e19ffc83f0570ced844b164e27db058255f584,15645,6.691198158429054,5.5913276290951055,9.461713861583004,1.865174681370263e-14,-8.881784197001252e-16,0.07958229956340013,21.0,340.97249394147155,593.0,0.49431091792380466,0.8759907951930452,0.02493792294439503,0.02209708691207961
shapellm_vqvae3d,pre_morton,729b0deb48198eeed7f6f840b8e19ffc83f0570ced844b164e27db058255f584,1024,5.397734034255653,4.84813162350396,6.777063641367804,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,729b0deb48198eeed7f6f840b8e19ffc83f0570ced844b164e27db058255f584,1024,5.397734034255654,4.84813162350396,6.826320364448723,8.881784197001252e-16,0.0,0.04925672308091844,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,ebf191220ede093450c528088b92e02b0ce0480392b49b1bc12269dd9bbba8f4,1771,6.396038249979597,4.748031516842748,6.84413026139903,nan,nan,nan,61.5,45.626891334250345,86.0,0.631638418079096,0.6581920903954802,0.07411800252092457,0.015625
our_sparse_sdf_vqvae,post_morton,ebf191220ede093450c528088b92e02b0ce0480392b49b1bc12269dd9bbba8f4,1771,6.396038249979604,4.7480315168427625,6.966818148866885,7.105427357601002e-15,1.4210854715202004e-14,0.12268788746785475,6.0,57.74770747363595,111.0,0.5073446327683616,0.8457627118644068,0.027175613979967272,0.015625
shapellm_vqvae3d,pre_morton,ebf191220ede093450c528088b92e02b0ce0480392b49b1bc12269dd9bbba8f4,1024,3.8145483963643514,2.601304003489168,5.40964566899231,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,ebf191220ede093450c528088b92e02b0ce0480392b49b1bc12269dd9bbba8f4,1024,3.8145483963643514,2.601304003489168,5.568704380715176,0.0,0.0,0.15905871172286634,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,eac5e09dd0a369b01afff88fa32116f1798a8d9af7b338256244ff0843710570,6117,7.701809533284221,7.435181329264542,8.71563134421693,nan,nan,nan,180.0,149.68565635108385,307.0,0.6939175931981687,0.6939175931981687,0.0957831491561082,0.015625
our_sparse_sdf_vqvae,post_morton,eac5e09dd0a369b01afff88fa32116f1798a8d9af7b338256244ff0843710570,6117,7.701809533284193,7.435181329264535,8.716623565536132,-2.842170943040401e-14,-7.105427357601002e-15,0.0009922213192012919,9.0,106.51322840728045,206.90000000000873,0.5083387835186396,0.8642903858731197,0.02606116798721327,0.015625
shapellm_vqvae3d,pre_morton,eac5e09dd0a369b01afff88fa32116f1798a8d9af7b338256244ff0843710570,1024,5.502320854529077,4.305049769733552,6.787686014179617,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,eac5e09dd0a369b01afff88fa32116f1798a8d9af7b338256244ff0843710570,1024,5.502320854529074,4.305049769733552,6.727151665422666,-2.6645352591003757e-15,0.0,-0.06053434875695096,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,ddc96dc4a2dc28ce0faeb45515601506640b08713e7992ac5accd858bff4bcd4,10447,8.151358246059027,7.922187384925743,9.252381882448086,nan,nan,nan,173.0,136.4516853246178,247.0,0.6658050928585104,0.6690599272448784,0.12166013998589797,0.015625
our_sparse_sdf_vqvae,post_morton,ddc96dc4a2dc28ce0faeb45515601506640b08713e7992ac5accd858bff4bcd4,10447,8.151358246059026,7.922187384925748,9.252514592993855,-1.7763568394002505e-15,5.329070518200751e-15,0.00013271054576868835,8.0,180.75008018082684,345.0,0.4910970706490523,0.8469270534175761,0.02679485126399498,0.02209708691207961
shapellm_vqvae3d,pre_morton,ddc96dc4a2dc28ce0faeb45515601506640b08713e7992ac5accd858bff4bcd4,1024,6.221079456828314,5.922715846053205,6.919653754329981,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,ddc96dc4a2dc28ce0faeb45515601506640b08713e7992ac5accd858bff4bcd4,1024,6.221079456828309,5.922715846053205,6.924562776129313,-5.329070518200751e-15,0.0,0.004909021799331725,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,55218ff55ff39c46c0a1b748cc312ff656a53a78b537e9d3fc1fce3472c20945,10073,8.259624462113804,8.070619618162848,9.215862914451446,nan,nan,nan,180.0,159.65823328383044,335.0,0.5991858617950755,0.6019658459094519,0.08277225862775145,0.015625
our_sparse_sdf_vqvae,post_morton,55218ff55ff39c46c0a1b748cc312ff656a53a78b537e9d3fc1fce3472c20945,10073,8.259624462113793,8.07061961816284,9.216688745087536,-1.0658141036401503e-14,-7.105427357601002e-15,0.00082583063609043,8.0,203.92154091144948,341.0,0.5039714058776807,0.8384630659253376,0.027045572579376616,0.015625
shapellm_vqvae3d,pre_morton,55218ff55ff39c46c0a1b748cc312ff656a53a78b537e9d3fc1fce3472c20945,1024,4.328477617986491,2.7992157302018477,5.646936550286681,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,55218ff55ff39c46c0a1b748cc312ff656a53a78b537e9d3fc1fce3472c20945,1024,4.328477617986488,2.7992157302018477,5.822175194194679,-2.6645352591003757e-15,0.0,0.17523864390799737,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,7c913baa1f85fb817778a227e80bd125cfab26ef04091ab6a1b12950c8ec3ffa,5931,7.282462662520093,6.7403533262664155,8.281331020999126,nan,nan,nan,71.0,74.28844519966016,158.0,0.5224283305227656,0.5254637436762226,0.11950953496599988,0.015625
our_sparse_sdf_vqvae,post_morton,7c913baa1f85fb817778a227e80bd125cfab26ef04091ab6a1b12950c8ec3ffa,5931,7.282462662520105,6.740353326266422,8.397808888392307,1.2434497875801753e-14,6.217248937900877e-15,0.116477867393181,8.0,107.77776833758142,195.0,0.5080944350758854,0.8502529510961214,0.025885200226626562,0.015625
shapellm_vqvae3d,pre_morton,7c913baa1f85fb817778a227e80bd125cfab26ef04091ab6a1b12950c8ec3ffa,1024,5.068440588864742,3.5959941980350716,6.1274442813849594,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,7c913baa1f85fb817778a227e80bd125cfab26ef04091ab6a1b12950c8ec3ffa,1024,5.068440588864739,3.5959941980350716,6.403963768117964,-2.6645352591003757e-15,0.0,0.2765194867330045,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,5e06ad1c8c667a31cca1b4e192cedd7cd2c9d0e32655e4f475eac78d2b07cc87,7831,7.94695142935141,7.558043569925736,8.835055491327118,nan,nan,nan,259.0,226.8596456123969,470.0,0.6499361430395914,0.6542784163473818,0.09289947253959652,0.015625
our_sparse_sdf_vqvae,post_morton,5e06ad1c8c667a31cca1b4e192cedd7cd2c9d0e32655e4f475eac78d2b07cc87,7831,7.946951429351408,7.558043569925735,8.859646379863195,-1.7763568394002505e-15,-8.881784197001252e-16,0.024590888536076605,7.0,107.75459658951955,149.3000000000029,0.5042145593869731,0.8553001277139208,0.025684722081380316,0.015625
shapellm_vqvae3d,pre_morton,5e06ad1c8c667a31cca1b4e192cedd7cd2c9d0e32655e4f475eac78d2b07cc87,1024,5.944915271715269,5.135813695955741,6.82282328483782,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,5e06ad1c8c667a31cca1b4e192cedd7cd2c9d0e32655e4f475eac78d2b07cc87,1024,5.9449152717152725,5.135813695955741,6.883661991796162,3.552713678800501e-15,0.0,0.06083870695834204,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,75c243a5118cd7304cf67b32f28394659e4f54b08a94c3d9d9af149c75406dea,3792,7.364762676752088,7.094653870305285,8.237825352781975,nan,nan,nan,230.0,174.43268076936263,335.0,0.6417831706673701,0.6581376945396993,0.045260057911908624,0.015625
our_sparse_sdf_vqvae,post_morton,75c243a5118cd7304cf67b32f28394659e4f54b08a94c3d9d9af149c75406dea,3792,7.364762676752089,7.094653870305285,8.238922393954057,8.881784197001252e-16,0.0,0.0010970411720823137,11.0,134.35348167449516,358.0,0.49353732524399896,0.8638881561593247,0.0252680102765273,0.02209708691207961
shapellm_vqvae3d,pre_morton,75c243a5118cd7304cf67b32f28394659e4f54b08a94c3d9d9af149c75406dea,1024,3.5386413933011474,1.6392078804632229,4.41572021497948,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,75c243a5118cd7304cf67b32f28394659e4f54b08a94c3d9d9af149c75406dea,1024,3.5386413933011482,1.6392078804632229,4.738912056838333,8.881784197001252e-16,0.0,0.3231918418588533,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,ec5bab23265723482c9336bcd792f75dc80da64321bb7cd4d60186a6c12c24e4,1587,7.120575956073734,7.0263104795627065,7.366018238747905,nan,nan,nan,26.0,23.688487814826143,49.0,0.5737704918032787,0.6109709962168979,0.03327632241378605,0.015625
our_sparse_sdf_vqvae,post_morton,ec5bab23265723482c9336bcd792f75dc80da64321bb7cd4d60186a6c12c24e4,1587,7.120575956073721,7.02631047956271,7.3663481556103045,-1.2434497875801753e-14,3.552713678800501e-15,0.00032991686239913776,9.0,111.03884980116244,535.4000000000015,0.5239596469104666,0.8455233291298865,0.02656360169629331,0.015625
shapellm_vqvae3d,pre_morton,ec5bab23265723482c9336bcd792f75dc80da64321bb7cd4d60186a6c12c24e4,1024,4.492063054715604,2.9802280870180256,5.897634340516608,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,ec5bab23265723482c9336bcd792f75dc80da64321bb7cd4d60186a6c12c24e4,1024,4.492063054715605,2.9802280870180256,6.1352126513527105,8.881784197001252e-16,0.0,0.2375783108361027,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,7b056eef1f37fe6c2ba358ecd7f63687d993665efe7f209df624f522fe0cece9,5464,7.661846649562024,7.422114015293494,8.604738325846837,nan,nan,nan,106.0,126.01830856632513,288.0,0.7019952407102324,0.7104155226066264,0.07656785578134594,0.015625
our_sparse_sdf_vqvae,post_morton,7b056eef1f37fe6c2ba358ecd7f63687d993665efe7f209df624f522fe0cece9,5464,7.661846649562023,7.4221140152934915,8.60549960775849,-8.881784197001252e-16,-2.6645352591003757e-15,0.0007612819116538105,11.0,152.7143565953013,341.0,0.5030203185063152,0.8650924400512539,0.025949898201033297,0.015625
shapellm_vqvae3d,pre_morton,7b056eef1f37fe6c2ba358ecd7f63687d993665efe7f209df624f522fe0cece9,1024,1.5396952243004285,0.6626603931943347,2.313142044825542,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,7b056eef1f37fe6c2ba358ecd7f63687d993665efe7f209df624f522fe0cece9,1024,1.539695224300428,0.6626603931943347,2.2805580940411234,-4.440892098500626e-16,0.0,-0.03258395078441856,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,b04c767a608229f87590ff628fa0887f34a5973c9ca00352e5d3d358ab888053,6919,7.090181647212677,5.414972750996253,8.292583232535547,nan,nan,nan,93.0,86.83316219130256,157.0,0.7509395779126915,0.7509395779126915,0.1003687918578295,0.015625
our_sparse_sdf_vqvae,post_morton,b04c767a608229f87590ff628fa0887f34a5973c9ca00352e5d3d358ab888053,6919,7.090181647212682,5.414972750996244,8.392214487274925,5.329070518200751e-15,-8.881784197001252e-15,0.0996312547393785,7.0,192.5830723417364,344.0,0.5085284764382769,0.8736629083550159,0.025617730531789524,0.015625
shapellm_vqvae3d,pre_morton,b04c767a608229f87590ff628fa0887f34a5973c9ca00352e5d3d358ab888053,1024,3.598245297597973,2.0409905197575187,5.174767724146408,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,b04c767a608229f87590ff628fa0887f34a5973c9ca00352e5d3d358ab888053,1024,3.5982452975979724,2.0409905197575187,5.150574204303099,-4.440892098500626e-16,0.0,-0.024193519843309197,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,a5fc17cf88259f94389925eca4951c88a6bdc716b5f5e82303384b035b74b10c,3815,7.158449222143053,6.322437724950187,8.112645137675539,nan,nan,nan,66.0,56.606374390115484,99.0,0.8327215521761929,0.8358678552700577,0.03846642572521585,0.015625
our_sparse_sdf_vqvae,post_morton,a5fc17cf88259f94389925eca4951c88a6bdc716b5f5e82303384b035b74b10c,3815,7.158449222143051,6.322437724950187,8.137356298407846,-2.6645352591003757e-15,0.0,0.02471116073230739,14.0,135.69247779844852,288.0,0.5015731515469324,0.8707393812270582,0.025551670683286554,0.015625
shapellm_vqvae3d,pre_morton,a5fc17cf88259f94389925eca4951c88a6bdc716b5f5e82303384b035b74b10c,1024,4.775028891892696,4.05058499207388,6.485628819955089,nan,nan,nan,113.0,89.35291902071563,144.0,0.9384164222873901,0.9384164222873901,0.11924135325758951,0.0625
shapellm_vqvae3d,post_morton,a5fc17cf88259f94389925eca4951c88a6bdc716b5f5e82303384b035b74b10c,1024,4.775028891892697,4.05058499207388,6.614352774058201,8.881784197001252e-16,0.0,0.128723954103112,14.0,50.930320150659135,217.10000000000218,0.5004887585532747,0.9384164222873901,0.17344705470686445,0.125
our_sparse_sdf_vqvae,pre_morton,451b146d6d9b3bd1a8d3267466c1e5b486b18c6911560fb151c271d8f489a363,7395,8.054520779591327,7.857960000383138,8.898766618447452,nan,nan,nan,155.0,135.84380498691044,287.0,0.5834460373275628,0.5896672978090344,0.07711630836754192,0.015625
our_sparse_sdf_vqvae,post_morton,451b146d6d9b3bd1a8d3267466c1e5b486b18c6911560fb151c271d8f489a363,7395,8.054520779591325,7.857960000383128,8.903712101478673,-1.7763568394002505e-15,-1.0658141036401503e-14,0.004945483031221443,8.0,252.7379726192009,280.0,0.4943197186908304,0.8588044360292129,0.026078803422886654,0.02209708691207961
